	hashtag	time_(s)
24	#cherprangbnk48	2231
25	#bnk48	2231
26	#สามแยกปากหวาน	2231
27	#bnk48	2231
28	#ปล่อย	2231
29	#tusexyboy	2231
30	#janbnk48	2231
31	#janchan	2231
32	#bnk48	2231
33	#cherprangbnk48	2231
34	#bnk48	2231
35	#mobilebnk48	2231
36	#bnk48	2231
37	#cherprangbnk48	2231
38	#bnk48	2231
39	#jennisbnk48	2231
40	#bnk48	2231
41	#jennisbnk48	2231
42	#bnk48	2231
43	#bnk48	2231
44	#ปล่อย	2231
45	#tusexyboy	2231
0	#bnk48	2241
1	#punbnk4…rt	2241
2	#jennisbnk48	2241
3	#bnk48	2241
4	#valentinemyoshi	2241
5	#bnk48	2241
6	#musicbnk48	2241
7	#bnk48	2241
8	#punb…ฝากบอกเขาทีว่าฉันนี้สู้สุดใจ	2241
9	#cherprangbnk48	2241
10	#bnk48	2241
11	#bnk48	2241
12	#cherprangbnk48	2241
13	#bnk48	2241
14	#เฌอสิค	2241
15	#musicbnk48	2241
16	#cherpr…rt	2241
17	#bnk48	2241
18	#ปล่อย	2241
19	#tusexyboy	2241
0	#cherprangbnk48	2251
1	#punbnk48	2251
2	#musicbnk48	2251
3	#mobilebnk48	2251
4	#ornbnk48	2251
5	#jennisbnk48	2251
6	#…rt	2251
7	#bnk48	2251
8	#ปล่อย	2251
9	#tusexyboy	2251
10	#bnk48	2251
11	#ปล่อย	2251
12	#tusexyboy	2251
13	#m…rt	2251
14	#bnk48	2251
15	#musicbnk48	2251
16	#punbnk48	2251
17	#cherprangbnk48	2251
18	#jennisbnk48	2251
19	#ornbnk48	2251
20	#cherprangbnk48	2251
21	#bnk48	2251
22	#bnk48	2251
23	#เดลินิวส์	2251
24	#cherprangbnk48	2251
25	#punbnk48	2251
26	#musicbnk48	2251
27	#mobilebnk48	2251
28	#ornbnk48	2251
29	#jennisbnk48	2251
30	#…rt	2251
31	#bnk48	2251
32	#punbnk48	2251
33	#jennisbnk48	2251
34	#cherprangbnk48	2251
35	#mobilebnk48	2251
36	#musicbnk48	2251
37	#ornbnk48	2251
38	#true	2251
39	#mobilebnk48	2251
40	#cherprangbnk48	2251
41	#bnk48	2251
42	#bnk48	2251
0	#cherovalentine	2261
1	#musicbnk48	2261
2	#cherprangbnk48	2261
3	#b…rt	2261
4	#cherprangbnk48	2261
5	#bnk48	2261
6	#musicbnk48	2261
7	#punbnk48	2261
8	#cherprangbnk48	2261
9	#bnk48	2261
10	#urmyornlyvalentine…	2261
11	#bnk48	2261
12	#ปล่อย	2261
13	#tusexyboy	2261
14	#bnk48	2261
15	#ปล่อย	2261
16	#tusexyboy	2261
17	#cherprangbnk48	2261
18	#bnk48	2261
19	#ripvoov	2261
0	#jennisbnk48	2271
1	#bnk48	2271
2	#cherovalentine	2271
3	#musicbnk48	2271
4	#cherprangbnk48	2271
5	#b…rt	2271
6	#bnk48	2271
7	#เพลงหากิน	2271
8	#bnk48	2271
9	#janbnk48	2271
10	#janchan	2271
11	#psksweetheart	2271
12	#punbnk48	2271
13	#bnk48rt	2271
14	#cherprangbnk48	2271
15	#katebnk48	2271
16	#mobilebnk48	2271
17	#pupebnk48	2271
18	#jennisbnk48	2271
19	#ninkbnk48	2271
20	#jane…rt	2271
21	#bnk48	2271
22	#cherprangbnk48	2271
23	#bnk48	2271
24	#cherprangbnk48	2271
25	#bnk48	2271
26	#musicbnk48	2271
27	#punbnk48	2271
28	#bnk48	2271
29	#bnk48digital…rt	2271
30	#punbnk48	2271
31	#bnk48	2271
0	#เฌอสิค	2282
1	#bnk48	2282
2	#cherprangbnk48	2282
3	#musicbnk48	2282
4	#punbnk48	2282
5	#bnk48	2282
6	#ปล่อย	2282
7	#tusexyboy	2282
8	#คุกกี้เสี่ยงทาย	2282
9	#bnk48	2282
10	#bnk48	2282
11	#cherprangbnk48	2282
12	#ปล่อยมธ	2282
13	#izurinabnk48	2282
14	#bnk48	2282
15	#punbnk48	2282
16	#bnk48	2282
17	#bnk48gif	2282
18	#cherprangbnk48	2282
19	#bnk48	2282
20	#pockythailand	2282
21	#punbnk48	2282
22	#bnk48	2282
0	#janbnk48	2292
1	#janchan	2292
2	#bnk48	2292
3	#เต็นสิค	2292
4	#valentinemyoshi	2292
5	#musicbnk48	2292
6	#jennisbnk48	2292
7	#bnk48	2292
8	#ornbnk48	2292
9	#bnk48	2292
10	#cherprangbnk48	2292
11	#bnk48	2292
12	#cherprangbnk48	2292
13	#bnk48	2292
14	#cherprangbnk48	2292
15	#bnk48	2292
16	#bnk48	2292
17	#cherovalentine	2292
18	#musicbnk48	2292
19	#cherprangbnk48	2292
20	#b…rt	2292
21	#bnk48	2292
22	#ปล่อย	2292
23	#tusexyboy	2292
24	#bnk48	2292
25	#mobilebnk48	2292
0	#cherprangbnk48	2302
1	#bnk48	2302
2	#bnk48sweetcall	2302
3	#kornbnk48	2302
4	#bnk48	2302
5	#cherprangbnk48	2302
6	#punbnk48	2302
7	#musicbnk48	2302
8	#mobilebnk48	2302
9	#ornbnk48	2302
10	#jennisbnk…rt	2302
11	#suzy	2302
12	#jyp	2302
13	#ซูจี…rt	2302
14	#bnk48	2302
15	#jennisbnk48	2302
16	#happyvalentinesday	2302
17	#jaabnk48	2302
18	#bnk48	2302
19	#แก๊งพี่จ๋า	2302
20	#mobilebnk48	2302
21	#cherprangbnk48	2302
22	#bnk48	2302
23	#cherprangbnk48	2302
24	#bnk48	2302
25	#trueyou	2302
26	#cherprangbnk48	2302
27	#bnk48	2302
28	#cherprangbnk48	2302
29	#punbnk48	2302
30	#musicbnk48	2302
31	#mobilebnk48	2302
32	#ornbnk48	2302
33	#jennisbnk48	2302
34	#…rt	2302
35	#izutarinabnk48	2302
36	#izurin…	2302
0	#cherprangbnk48	2312
1	#bnk48	2312
2	#kornbnk48	2312
3	#bnk48	2312
4	#fortunecookie	2312
5	#bnk48	2312
6	#cherprangbnk48	2312
7	#bnk48	2312
8	#punbnk48	2312
9	#bnk48	2312
10	#mobilebnk48	2312
11	#bnk48	2312
12	#musicbnk48	2312
13	#cherprangbnk48	2312
14	#bnk48	2312
15	#valentinemyoshi	2312
16	#mobilebnk48	2312
17	#punbnk48	2312
18	#jennisbnk48	2312
19	#ornbnk48	2312
20	#cherprangbnk48	2312
21	#musicbnk4…rt	2312
22	#cherprangbnk48	2312
23	#bnk48	2312
24	#cherprangbnk48	2312
25	#punbnk48	2312
26	#musicbnk48	2312
27	#mobilebnk48	2312
28	#ornbnk48	2312
29	#jennisbnk48	2312
30	#…	2312
0	#bnk48	2322
1	#วาเลนไทน์	2322
2	#แคปเฌอ	2322
3	#cherprangbnk48	2322
4	#bnk48	2322
5	#เฌอปราง	2322
6	#myvalentine	2322
7	#cherprangbnk48	2322
8	#bnk48	2322
9	#cherprangbnk48	2322
10	#bnk48	2322
11	#cherprangbnk48	2322
12	#cherprangbnk48	2322
13	#punbnk48	2322
14	#musicbnk48	2322
15	#mobilebnk48	2322
16	#ornbnk48	2322
17	#jennisbnk48	2322
18	#…rt	2322
19	#bnk48	2322
20	#bnk48foundermember	2322
21	#bnk48theater	2322
22	#bnk48thecampus	2322
23	#bnk481stc…rt	2322
24	#katebnk48	2322
25	#musicbnk48	2322
26	#bnk…rt	2322
27	#b…rt	2322
0	#cherovalentine	2333
1	#musicbnk48	2333
2	#cherprangbnk48	2333
3	#b…rt	2333
4	#cherprangbnk48	2333
5	#เพลงหากิน	2333
6	#bnk48	2333
7	#janbnk48	2333
8	#janchan	2333
9	#bnk48	2333
10	#cherprangbnk48	2333
11	#bnk48	2333
12	#cherprangbnk48	2333
13	#ปัญเจนนิษฐ์	2333
14	#punbnk48	2333
15	#jennisbnk48	2333
16	#bnk48	2333
17	#musicbnk48	2333
18	#bnk…rt	2333
19	#cherprangbnk48	2333
20	#bnk48	2333
21	#cherprangbnk48	2333
22	#bnk48	2333
23	#bnk48	2333
24	#cherprangbnk48	2333
25	#bnk48	2333
26	#ปล่อย	2333
27	#tusexyboy	2333
28	#bnk48	2333
29	#truepoint	2333
30	#bnk48xtrue	2333
31	#trueyou	2333
32	#tru…rt	2333
33	#cherovalentine	2333
34	#musicbnk48	2333
35	#cherprangbnk48	2333
36	#b…rt	2333
37	#bnk48	2333
38	#cherprangbnk48	2333
39	#วาเลนไทน์	2333
40	#แคปเฌอ	2333
41	#cherprangbnk48	2333
42	#bnk48	2333
43	#เฌอปราง	2333
44	#myvalentine	2333
45	#cherprangbnk48	2333
46	#bnk48	2333
47	#bnk48	2333
48	#cherprangbnk48	2333
49	#punbnk48	2333
50	#musicbnk48	2333
51	#mobilebnk48	2333
52	#ornbnk48	2333
53	#jennisbnk…เหนื่อยมั้ย?	2333
0	#musicbnk48	2343
1	#punbnk48	2343
2	#cherprangbnk48	2343
3	#bnk48	2343
4	#cherprangbnk48	2343
5	#bnk48	2343
6	#bnk48	2343
7	#punbnk48	2343
8	#jennisbnk48	2343
9	#bnk48	2343
10	#cherovalentine	2343
11	#musicbnk48	2343
12	#cherprangbnk48	2343
13	#b…rt	2343
14	#bnk48	2343
15	#pockyletssayit	2343
16	#นารา	2343
17	#cherprangbnk48	2343
18	#bnk48	2343
19	#bnk48	2343
20	#truepoint	2343
21	#bnk48xtrue	2343
22	#trueyou	2343
23	#tru…rt	2343
24	#cherprangbnk48	2343
25	#musicbnk48	2343
26	#bnk48	2343
27	#เฌอสิค	2343
28	#bnk48	2343
29	#cherprangbnk48	2343
30	#cherprangbnk48	2343
31	#bnk48	2343
32	#trueyou	2343
33	#bnk48	2343
34	#cherprangbnk48	2343
35	#punbnk48	2343
36	#jennisbnk48	2343
37	#mobilebnk48	2343
0	#bnk48rt	2353
1	#bnk48	2353
2	#punbnk48	2353
3	#katebnk48	2353
4	#jennisbnk48	2353
5	#bnk48	2353
6	#cherprangbnk48	2353
7	#bnk48	2353
8	#bnk48	2353
9	#cherprangbnk48	2353
0	#m…rt	2363
1	#punbnk48	2363
2	#bnk48	2363
3	#bnk48	2363
4	#ปล่อย	2363
5	#tusexyboy	2363
6	#musicbnk48	2363
7	#bnk48	2363
8	#bnk48	2363
9	#noeybnk48	2363
10	#bnk48rt	2363
11	#cherprangbnk48	2363
12	#bnk48	2363
13	#cherprangbnk48	2363
14	#bnk48	2363
15	#bnk48	2363
16	#kornbnk48	2363
17	#bnk48	2363
18	#cherprangbnk48	2363
19	#musicbnk48	2363
20	#เพลงหากิน	2363
21	#bnk48	2363
22	#janbnk48	2363
23	#janchan	2363
24	#bnk48market	2363
25	#bnk48	2363
0	#musicbnk48	2373
1	#bnk48	2373
2	#bnk48	2373
3	#punbnk48	2373
4	#jennisbnk48	2373
5	#cherprangbnk48	2373
6	#mobilebnk48	2373
7	#musicbnk48	2373
8	#ornbnk48	2373
9	#true	2373
10	#…rt	2373
11	#bnk48	2373
12	#punbnk48	2373
13	#bnk48	2373
14	#nobuna	2373
15	#maysabnk48	2373
16	#bnk48	2373
17	#แฟนรุ่นลุงของbnk48	2373
18	#bnk48	2373
19	#mobilebnk48	2373
20	#cherprangbnk48	2373
21	#bnk48	2373
22	#mobilebnk48	2373
23	#bnk48	2373
0	#bnk48	2384
1	#ปล่อย	2384
2	#tusexyboy	2384
3	#bnk48	2384
4	#jennisbnk48	2384
5	#musicbnk48	2384
6	#bnk48	2384
7	#punbnk48	2384
8	#bnk48	2384
9	#pockythailand	2384
10	#punbnk48	2384
11	#bnk48	2384
12	#วาเลนไทน์	2384
13	#แคปเฌอ	2384
14	#cherprangbnk48	2384
15	#bnk48	2384
16	#เฌอปราง	2384
17	#myvalentine	2384
18	#cherprangbnk48	2384
19	#punbnk48	2384
20	#musicbnk48	2384
21	#mobilebnk48	2384
22	#ornbnk48	2384
23	#jennisbnk48	2384
24	#…rt	2384
25	#cherprangbnk48	2384
26	#punbnk48	2384
27	#jennisbnk48	2384
28	#mobilebnk48	2384
29	#musicbnk48	2384
30	#ornbnk48	2384
31	#…rt	2384
32	#cherprangbnk48	2384
33	#ปล่อย	2384
34	#bnk48	2384
35	#musicbnk48	2384
36	#bnk48	2384
37	#bnk48	2384
38	#cherprangbnk48	2384
39	#เฌอสิค	2384
40	#musicbnk48	2384
41	#bnk48	2384
0	#bnk48	2394
1	#cherprangbnk48	2394
2	#bnk48	2394
3	#ornbnk48	2394
4	#cher…rt	2394
5	#urmyornlyvalentine	2394
6	#ornbnk48	2394
7	#b…rt	2394
8	#bnk48	2394
9	#true…rt	2394
10	#jennisbnk48	2394
11	#bnk48	2394
12	#bnk48	2394
13	#cherprangbnk48	2394
14	#ornbnk48	2394
15	#bnk48	2394
16	#cherovalentine	2394
17	#musicbnk48	2394
18	#cherprangbnk48	2394
19	#b…	2394
0	#cherprangbnk48	2404
1	#เพลงหากิน	2404
2	#bnk48	2404
3	#janbnk48	2404
4	#janchan	2404
5	#jennisbnk48	2404
6	#bnk48	2404
7	#cherprangbnk48	2404
8	#bnk48	2404
9	#เฌอสิค	2404
10	#cherprangbnk48	2404
11	#musicbnk48	2404
12	#bnk48	2404
13	#punbnk48	2404
14	#bnk48	2404
15	#musicbnk48	2404
16	#bnk48	2404
17	#bnk48	2404
18	#cherprangbnk48	2404
19	#kornbnk48	2404
20	#bnk48	2404
21	#bnk48	2404
22	#ปล่อย	2404
23	#tusexyboy	2404
24	#bnk48	2404
25	#ปล่อย	2404
26	#tusexyboy	2404
27	#bnk48	2404
28	#punbnk48	2404
29	#jennisbnk48	2404
30	#pupebnk48	2404
31	#kaimookbnk48	2404
32	#musicb…rt	2404
33	#jennisbnk48	2404
34	#bnk48	2404
35	#เดินไปด้วยกันจนสุดทาง	2404
36	#chero…rt	2404
37	#cherprangbnk48	2404
38	#punbnk48	2404
39	#musicbnk48	2404
40	#mobilebnk48	2404
41	#ornbnk48	2404
42	#jennisbnk…rt	2404
43	#bnk48	2404
44	#cherprangbnk48	2404
45	#เพราะก่อนแปลว่าความรัก	2404
0	#bnk48	2414
1	#cherprangbnk48	2414
2	#punbnk48	2414
3	#bnk48	2414
4	#bnk48	2414
5	#janbnk48	2414
6	#janchan	2414
7	#pockythailand	2414
8	#punbnk48	2414
9	#bnk48	2414
10	#jennisbnk48	2414
11	#bnk48	2414
12	#cherprangbnk48	2414
13	#cherprangbnk48	2414
14	#bnk48	2414
15	#เฌอสิค	2414
16	#bnk48	2414
17	#cherprangbnk48	2414
18	#musicbnk48	2414
19	#punbnk48	2414
20	#mobilebnk48	2414
21	#punbnk48	2414
22	#jennisbnk48	2414
23	#ornbnk48	2414
24	#cherprangbnk48	2414
25	#musicbnk4…rt	2414
26	#bnk48	2414
27	#punbnk48	2414
28	#punbnk48	2414
29	#bnk48	2414
30	#bnk48	2414
31	#truepoint	2414
32	#bnk48xtrue	2414
33	#trueyou	2414
34	#tru…rt	2414
35	#punbnk48	2414
36	#bnk48	2414
37	#cherprangbnk48	2414
38	#punbnk48	2414
39	#musicbnk48	2414
40	#mobilebnk48	2414
41	#ornbnk48	2414
42	#jennisbnk…rt	2414
43	#bnk48	2414
44	#ปล่อย	2414
45	#tusexyboy	2414
46	#bnk48	2414
47	#mobilebnk48	2414
48	#punbnk48	2414
49	#bnk48	2414
0	#bnk48	2424
1	#ปล่อย	2424
2	#tusexyboy	2424
3	#jennisbnk…เมื่อเปิด2คลิปนี้ดู	2424
4	#bnk48	2424
5	#punbnk48	2424
6	#cherprangbnk48	2424
7	#bnk48	2424
8	#musicbnk48	2424
9	#punbnk48	2424
10	#bnk48	2424
11	#bnk48	2424
12	#cherprangbnk48	2424
13	#bnk48	2424
14	#punbnk48	2424
15	#jennisbnk48	2424
16	#cherprangbnk48	2424
17	#mobilebnk48	2424
18	#musicbnk48	2424
19	#ornbnk48	2424
20	#true	2424
21	#pockythailand	2424
22	#punbnk48	2424
23	#bnk48	2424
0	#bnk48	2434
1	#cherprangbnk48	2434
2	#cherprangbnk48	2434
3	#bnk48	2434
4	#ปล่อย	2434
5	#tusexyboy	2434
6	#วาเลนไทน์	2434
7	#แคปเฌอ	2434
8	#cherprangbnk48	2434
9	#bnk48	2434
10	#เฌอปราง	2434
11	#myvalentine	2434
12	#fortunecookie	2434
13	#bnk48	2434
14	#kazzmagazine	2434
15	#tarwaanbnk48	2434
16	#bnk48	2434
17	#mobilebnk48	2434
18	#bnk48	2434
19	#bnk48	2434
20	#punbnk48	2434
21	#jennisbnk48	2434
22	#valentinemyoshi	2434
23	#musicbnk48	2434
24	#bnk48	2434
25	#bnk48	2434
26	#cherprangbnk48	2434
27	#musicbnk48	2434
28	#cherprangbnk48	2434
29	#bnk48	2434
30	#valentinemyoshi	2434
31	#ปล่อย	2434
32	#bnk48rt	2434
33	#bnk48	2434
34	#cherprangbnk48	2434
0	#cherprangbnk48	2445
1	#bnk48	2445
2	#bnk48	2445
3	#bnk48	2445
4	#cherprangbnk48	2445
5	#bnk48	2445
6	#punbnk48	2445
7	#jennisbnk48	2445
8	#วาเลนไทน์	2445
9	#แคปเฌอ	2445
10	#cherprangbnk48	2445
11	#bnk48	2445
12	#เฌอปราง	2445
13	#myvalentine	2445
14	#ninkbnk48	2445
15	#bnk48	2445
16	#m…rt	2445
17	#cherprangbnk48	2445
18	#punbnk48	2445
19	#musicbnk48	2445
20	#mobilebnk48	2445
21	#ornbnk48	2445
22	#jennisbnk…rt	2445
23	#musicbnk48	2445
24	#bnk48	2445
25	#bnk48	2445
26	#cherprangbnk48	2445
0	#bnk48	2455
1	#punbnk48	2455
2	#namsaibnk48	2455
3	#bnk48	2455
4	#วาเลนไทน์	2455
5	#cherprangbnk48	2455
6	#bnk48	2455
7	#bnk48	2455
8	#เดลินิวส์	2455
9	#punbnk48	2455
10	#bnk48	2455
11	#bnk48	2455
12	#ปล่อย	2455
13	#tusexyboy	2455
14	#pockythailand	2455
15	#punbnk48	2455
16	#bnk48	2455
17	#bnk48	2455
18	#ปล่อย	2455
19	#tusexyboy	2455
20	#cherovalentine	2455
21	#musicbnk48	2455
22	#cherprangbnk48	2455
23	#b…	2455
0	#musicbnk48	2465
1	#bnk48	2465
2	#bnk48	2465
3	#ปล่อย	2465
4	#tusexyboy	2465
5	#cherprangbnk48	2465
6	#punbnk48	2465
7	#musicbnk48	2465
8	#mobilebnk48	2465
9	#ornbnk48	2465
10	#jennisbnk48	2465
11	#…rt	2465
12	#bnk48	2465
13	#ปล่อย	2465
14	#tusexyboy	2465
15	#musicbnk48	2465
16	#bnk48	2465
17	#bnk48	2465
18	#ปล่อย	2465
19	#tusexyboy	2465
20	#bnk48	2465
21	#cherprangbnk48	2465
22	#tarwaanbnk48	2465
23	#bnk48	2465
24	#bnk48	2465
0	#เฌอสิค	2475
1	#valentinemyoshi	2475
2	#cherprangbnk48	2475
3	#musicbnk48	2475
4	#bnk48	2475
5	#พี่เฌอกับน้องสิค	2475
6	#cherprangbnk48	2475
7	#bnk48	2475
8	#bnk48	2475
9	#urmyornlyvalentine	2475
10	#ornbnk48	2475
11	#b…rt	2475
12	#bnk48	2475
13	#cherprangbnk48	2475
14	#jennisbnk48	2475
15	#punbnk48	2475
16	#cherprangbnk48	2475
17	#musicbnk48	2475
18	#bnk48	2475
19	#ปัญเจนนิษฐ์	2475
20	#เฌอสิค	2475
21	#cherprangbnk48	2475
22	#bnk48	2475
23	#musicbnk48	2475
24	#bnk48rt	2475
25	#jennisbnk…rt	2475
26	#bnk48	2475
27	#ปล่อย	2475
28	#tusexyboy	2475
29	#cherprangbnk48	2475
30	#punbnk48	2475
31	#musicbnk48	2475
32	#mobilebnk48	2475
33	#ornbnk48	2475
34	#jennisbnk…	2475
0	#เฌอสิค	2485
1	#bnk48	2485
2	#cherprangbnk48	2485
3	#musicbnk48	2485
4	#punbnk48	2485
5	#วาเลนไทน์	2485
6	#แคปเฌอ	2485
7	#cherprangbnk48	2485
8	#bnk48	2485
9	#เฌอปราง	2485
10	#myvalentine	2485
11	#cherprangbnk48	2485
12	#punbnk48	2485
13	#jennisbnk48	2485
14	#mobilebnk48	2485
15	#musicbnk48	2485
16	#ornbnk48	2485
17	#…rt	2485
18	#bnk48	2485
19	#bnk48foundermember	2485
20	#bnk48theater	2485
21	#bnk48thecampus	2485
22	#bnk481stc…rt	2485
23	#cherprangbnk48	2485
24	#musicbnk48	2485
25	#punbnk48	2485
26	#bnk48	2485
27	#cherprangbnk48	2485
28	#bnk48	2485
29	#jaabnk48	2485
30	#bnk48	2485
31	#cherprangbnk48	2485
32	#bnk48	2485
33	#cherprangbnk48	2485
34	#bnk48	2485
35	#สามแยกปากหวาน	2485
36	#musicbnk48	2485
37	#bnk48	2485
38	#cherprangbnk48	2485
39	#punbnk48	2485
40	#musicbnk48	2485
41	#mobilebnk48	2485
42	#ornbnk48	2485
43	#jennisbnk…rt	2485
44	#bnk48	2485
45	#truepoint	2485
46	#bnk48xtrue	2485
47	#trueyou	2485
48	#tru…rt	2485
49	#cherprangbnk48	2485
50	#bnk48	2485
0	#jennisbnk48	2496
1	#bnk48	2496
2	#bnk48	2496
3	#cherprangbnk48	2496
4	#cherprangbnk48	2496
5	#bnk48	2496
6	#pockythailand	2496
7	#punbnk48	2496
8	#bnk48	2496
9	#cherprangbnk48	2496
10	#bnk48	2496
11	#cherprangbnk48	2496
12	#bnk48	2496
0	#bnk48	2506
1	#ปล่อย	2506
2	#tusexyboy	2506
3	#bnk48	2506
4	#bnk48foundermember	2506
5	#bnk48theater	2506
6	#bnk48thecampus	2506
7	#bnk481stc…rt	2506
8	#bnk48	2506
9	#mobilebnk48	2506
10	#jennisbnk48	2506
11	#musicbnk48	2506
12	#punbnk48	2506
13	#kaimookbnk48	2506
14	#pupebnk48	2506
15	#bnk48	2506
16	#ปล่อย	2506
17	#tusexyboy	2506
18	#bnk48	2506
19	#cherprangbnk48	2506
20	#bnk48	2506
21	#bnk48digital…rt	2506
22	#bnk48	2506
23	#punbnk48	2506
24	#cherprangbnk48	2506
0	#cherprangbnk48	2516
1	#bnk48	2516
2	#mobilebnk48	2516
3	#bnk48	2516
4	#bnk48	2516
5	#punbnk48	2516
6	#bnk48	2516
7	#jennisbnk48	2516
8	#kazzmagazine	2516
9	#tarwaanbnk48	2516
10	#bnk48	2516
11	#cherprangbnk48	2516
12	#bnk48	2516
13	#cherprangbnk48	2516
14	#bnk48	2516
15	#cherprangbnk48	2516
16	#bnk48	2516
17	#bnk48	2516
18	#cherprangbnk48	2516
19	#janbnk48	2516
20	#janchan	2516
21	#bnk48	2516
22	#mobilebnk48​	2516
23	#bnk48​	2516
24	#cherprangbnk48	2516
25	#punbnk48	2516
26	#bnk48	2516
27	#bnk48	2516
28	#pockythailand	2516
29	#punbnk48	2516
30	#bnk48	2516
31	#bnk48	2516
32	#bnk48	2516
33	#cherprangbnk48	2516
0	#bnk48	2526
1	#truepoint	2526
2	#bnk48xtrue	2526
3	#trueyou	2526
4	#tru…rt	2526
5	#cherprangbnk48	2526
6	#bnk48	2526
7	#mobilebnk48	2526
8	#bnk48	2526
9	#jaabnk48	2526
10	#bnk48	2526
11	#bnk48	2526
12	#mobilebnk48	2526
13	#cherprangbnk48	2526
14	#bnk48	2526
15	#น้ำหนึ่งเนย	2526
16	#bnk48	2526
17	#namneungbnk48	2526
18	#noeybnk48	2526
19	#cherprangbnk48	2526
20	#ornbnk48	2526
21	#ปล่อย	2526
22	#bnk48	2526
23	#b…	2526
0	#bnk48	2536
1	#cherprangbnk48	2536
2	#mobilebnk48	2536
3	#cherprangbnk48	2536
4	#bnk48	2536
5	#janbnk48	2536
6	#janchan	2536
7	#bnk48	2536
8	#cherprangbnk48	2536
9	#cherprangbnk48	2536
10	#bnk48	2536
11	#bnk48rt	2536
12	#mobilebnk48	2536
13	#cherprangbnk48	2536
14	#bnk48	2536
15	#bnk48	2536
16	#bnk48foundermember	2536
17	#bnk48theater	2536
18	#bnk48thecampus	2536
19	#bnk481stc…rt	2536
20	#bnk48	2536
21	#cherprangbnk48	2536
22	#jaabnk48	2536
23	#bnk48	2536
24	#bnk48	2536
25	#cherprangbnk48	2536
26	#ornbnk48	2536
27	#punbnk48	2536
28	#…rt	2536
29	#pockythailand	2536
30	#punbnk48	2536
31	#bnk48	2536
32	#bnk48	2536
33	#punbnk48	2536
34	#jennisbnk48	2536
35	#cherprangbnk48	2536
36	#mobilebnk48	2536
37	#musicbnk48	2536
38	#ornbnk48	2536
39	#true	2536
40	#punbnk48	2536
41	#bnk48	2536
0	#cherprangbnk48	2547
1	#bnk48	2547
2	#bnk48	2547
3	#truepoint	2547
4	#punbnk48	2547
5	#bnk48	2547
6	#bnk48	2547
7	#9ศาสตรา	2547
8	#แคปเฌอ	2547
9	#ต้องไม่นก🙏🙏🙏	2547
10	#cherprangbnk48	2547
11	#bnk48	2547
12	#bnk48	2547
13	#cherprangbnk48	2547
0	#bnk48	2557
1	#cherprangbnk48	2557
2	#ornbnk48	2557
3	#jennisbnk48	2557
4	#cherprangbnk48	2557
5	#punbnk48	2557
6	#musicbnk48	2557
7	#mobilebnk48	2557
8	#bnk48	2557
9	#bnk48	2557
10	#ปล่อย	2557
11	#tusexyboy	2557
12	#valentinemyoshi	2557
13	#musicbnk48	2557
14	#bnk48	2557
15	#bnk48	2557
16	#cherprangbnk48	2557
17	#musicbnk48	2557
18	#bnk48	2557
19	#valentinemyoshi	2557
20	#punbnk48	2557
21	#bnk48	2557
22	#jennisbnk48	2557
23	#bnk48	2557
24	#pockythailand	2557
25	#punbnk48	2557
26	#bnk48	2557
27	#jennisbnk48	2557
28	#bnk48	2557
29	#เจนนิษฐ์	2557
0	#bnk48	2567
1	#cherprangbnk48	2567
2	#เพลงหากิน	2567
3	#bnk48	2567
4	#janbnk48	2567
5	#janchan	2567
6	#canubemyvalentine	2567
7	#canbnk48	2567
8	#bnk48	2567
9	#cherprangbnk48	2567
10	#ความเฌอปรางวันนี้	2567
11	#cherprangbnk48	2567
12	#ornbnk48	2567
13	#mobilebnk48	2567
14	#bnk48	2567
15	#jennisbnk…rt	2567
16	#bnk48	2567
17	#punb…rt	2567
18	#bnk48	2567
19	#jennisbnk48	2567
20	#punbnk48	2567
21	#mobilebnk48	2567
22	#musicbnk48	2567
23	#cherpran…rt	2567
24	#urmyornlyvalentine	2567
25	#ornbnk48	2567
26	#b…rt	2567
27	#bnk48	2567
28	#punbnk48	2567
29	#cherprangbnk48	2567
30	#bnk48	2567
31	#happyvalentinesday	2567
32	#jaabnk48	2567
33	#bnk48	2567
34	#แก๊งพี่จ๋า	2567
35	#bnk48	2567
36	#ปล่อย	2567
37	#tusexyboy	2567
38	#bnk48	2567
39	#ปล่อย	2567
40	#tusexyboy	2567
41	#punbnk48	2567
42	#bnk48	2567
43	#เพลงหากิน	2567
44	#bnk48	2567
45	#janbnk48	2567
46	#janchan	2567
0	#bnk48	2577
1	#namneungbnk48	2577
2	#otasto…rt	2577
3	#mymilintine	2577
4	#namneungbnk48	2577
5	#bnk48	2577
6	#bnk48	2577
7	#cherprangbnk48	2577
8	#cherprangbnk48	2577
9	#bnk48	2577
10	#musicbnk48	2577
11	#bnk48	2577
12	#bnk48	2577
13	#cherprangbnk48	2577
14	#punbnk48	2577
15	#bnk48	2577
16	#musicbnk48	2577
17	#bnk48	2577
18	#valentinemyoshi	2577
19	#punbnk48	2577
20	#bnk48	2577
21	#สามแยกปากหวาน	2577
22	#janbnk48	2577
23	#bnk48	2577
24	#cherprangbnk48	2577
25	#punbnk48	2577
26	#musicbnk48	2577
27	#mobilebnk48	2577
28	#ornbnk48	2577
29	#jennisbnk48	2577
30	#…rt	2577
31	#bnk48	2577
32	#punbnk48	2577
33	#katebnk48	2577
34	#cherprangbnk48	2577
0	#cherovalentine	2587
1	#musicbnk48	2587
2	#cherprangbnk48	2587
3	#b…rt	2587
4	#mobilebnk48	2587
5	#bnk48	2587
